epoch,acc,loss,val_acc,val_loss
37,0.6499007279967817,0.9480217990051754,0.6170242539801349,1.0630168106275104
38,0.6696157999254452,0.8953250313698757,0.6419615624724208,0.9763470820534541
39,0.6781148768684002,0.8727960434987746,0.6429367643996645,0.9754702098087394
40,0.6794733358887388,0.8728850621730998,0.6444692245953659,0.9787999176757354
41,0.681319446863353,0.8659034131744978,0.6430760790674624,0.9755295527324093
42,0.6804138075209589,0.8706890581697126,0.6433547082992609,0.9717210552469103
43,0.6810407886070294,0.859979409708773,0.6450264829946083,0.9759715822457594
44,0.6868229475098263,0.856006488198293,0.6492059203090526,0.9715242445205257
45,0.6867184506642241,0.8528065982667657,0.6492059200723944,0.9668872725798762
46,0.6825385767539727,0.8543797340249893,0.6486486617208989,0.9689407737554054
47,0.6887735553352332,0.8499245654162645,0.6453051121350649,0.9753433511327505
48,0.6871364380528616,0.8491841719572337,0.6455837413564836,0.968814439210064
49,0.6883555679414052,0.8480404048567427,0.6492059201139133,0.9713237087757919
50,0.687380264030778,0.8442850800997918,0.6501811222798912,0.9734399396901253
51,0.6893308718530705,0.8433514838848348,0.6472555161141094,0.9723009996476338
52,0.686439792400634,0.8437293463646214,0.6490666055187737,0.9738202420104576
53,0.6900623497878576,0.8436020658122422,0.6521315260202016,0.9672076533060426
54,0.6888780521797974,0.8426685947215712,0.6503204367400943,0.969456162759357
55,0.6884948970726812,0.8458416781051268,0.6461409995709664,0.9743922902870582
56,0.693301752065889,0.8357074809940578,0.6490666056018116,0.9683343463048741
57,0.6904803371770142,0.8349138678932702,0.6500418075705744,0.9665519289317388
58,0.6943467205426732,0.8309613937843123,0.6486486618475318,0.9706185662506035
59,0.6899926852206625,0.8352469423262028,0.6483700327195309,0.9771074458993566
60,0.6914904733727961,0.8321195004805115,0.6473948305846922,0.9764711797140345
61,0.6927792678274968,0.8374297582491541,0.6515742681793896,0.9666231036342953
62,0.6929882615249298,0.8368118979713378,0.6526887841827859,0.9650786626807916
63,0.6945905465226657,0.8331995188884714,0.6526887844526592,0.9716935903952356
64,0.6927444355470135,0.8268080298697721,0.6478127746088453,0.972762150266466
65,0.6979692779309349,0.8246540313828531,0.6472555161660081,0.9739283263557724
66,0.6969243094520744,0.8229754200391608,0.6496238639823704,0.9744187629960455
67,0.692221951304469,0.8281938021403669,0.649623863795535,0.9691788316944364
68,0.6978996133637397,0.8231571630842945,0.6494845493872308,0.9662939833275254
69,0.6969243094520744,0.824598812928016,0.6486486618890507,0.9725597364764155
70,0.6939287331509214,0.8243391014174395,0.6496238639512312,0.9731172713798549
71,0.6947995402159464,0.8229058752127536,0.6455837411281291,0.9764110244095416
72,0.6973074645602286,0.8233970121188142,0.6500418076120934,0.9736903758047994
73,0.694486049671873,0.8251384061482961,0.6500418075498149,0.9711130132214144
74,0.6967849803239127,0.8186050457903582,0.6505990658577154,0.9749333987860531
75,0.699536730641959,0.8151960319453154,0.6519922115184796,0.9685459542904318
76,0.7001985440116271,0.8118086543018913,0.6515742678264782,0.9699462151113876
77,0.7008603573812953,0.8112158241277454,0.6507383803698172,0.9703510333032691
78,0.7004772022752171,0.8114801353349254,0.6511563241863756,0.9700145428757891
79,0.701940158140639,0.8144093998016046,0.6528280990166596,0.9706114752266912
80,0.7007210282510573,0.8110615605055475,0.6528280989751407,0.9701284445504619
81,0.7021839841206314,0.8097916464267627,0.6551964467603637,0.9691060820882987
82,0.7001637117301057,0.8109070192895973,0.6525494699197979,0.9693051280960333
83,0.6987355881441291,0.8131853959757132,0.6536639864940802,0.9693854990023181
84,0.7003030408593055,0.8080256944033389,0.6529674135391411,0.9687085206926338
85,0.7023581455313527,0.8085007579844259,0.653524671878181,0.9687904881725519
86,0.7044829147695569,0.802584717966238,0.6531067282588378,0.9700944788092797
87,0.7038907659618935,0.8075982728901857,0.6538033010995996,0.9696719429748147
88,0.7013131770566445,0.8087477021184294,0.6532460428124585,0.9692254899161528
89,0.7011738479232924,0.8078109076322983,0.6538033010684604,0.969411449949575
90,0.6983872653174963,0.8093468037708462,0.6531067281239011,0.97091580784391
91,0.6997108920589087,0.8112020366364352,0.6525494699301777,0.9694585819251463
92,0.6988400849928456,0.8144838946391898,0.652967413663698,0.9693594556639173
93,0.7024626423790311,0.8065480668335325,0.6544998738988425,0.9697815144123698
94,0.7043435856372429,0.8005618103814726,0.6539426156220811,0.9695169480987709
95,0.6997805566198753,0.8104606599623625,0.6540819302276005,0.9703040705725455
96,0.7007210282500193,0.8080697174900074,0.6543605593140824,0.969723695760147
97,0.6985962590138912,0.8099543065867656,0.6528280990374191,0.969107233850697
98,0.6988052527092481,0.8109733587215053,0.6540819301964613,0.9696178991426957
99,0.7022188164000767,0.8094077286370152,0.6519922116637961,0.9708334723208282
100,0.7008951896617786,0.8105864351522986,0.6519922116326569,0.9707151291968223
101,0.6998502211891466,0.8059815260022697,0.6526887844630389,0.9700625335600971
102,0.7009648542268975,0.8091453312228867,0.653385357376459,0.9698389533691276
103,0.7008951896638547,0.8112706161142454,0.6525494698575195,0.9697828427072346
104,0.6980389424939777,0.8132700037298508,0.6533853573141805,0.9698319888216236
105,0.7003030408587865,0.8093050805423413,0.6532460427605598,0.9704855165959928
106,0.7053885541161032,0.8020639350087155,0.653246042833218,0.9697162295388321
107,0.7004423699885054,0.8099049995999305,0.6536639864837004,0.9699372428727037
108,0.6995018983635518,0.808745841174179,0.6529674135910398,0.9704647504701986
109,0.702009822705758,0.8081496920558725,0.6518528970478968,0.9702525224498252
110,0.7037514368337318,0.808660009779806,0.6536639865148396,0.9697647401372759
111,0.7038907659639696,0.8073238384915086,0.652967413622179,0.9707544712081456
112,0.6990490786902787,0.8106811499370585,0.6525494698886587,0.9707061428728252
