epoch,acc,loss,val_acc,val_loss
0,0.34828799331635407,1.7343997580242148,0.3735023769068665,1.6556803443930745
1,0.45832317392173916,1.448317914975923,0.4451100688005231,1.540865946643098
2,0.5008882232063048,1.347464597263806,0.4378657110261698,1.583112667674107
3,0.5248180013246648,1.281353458814592,0.46753971562034474,1.3875910676424137
4,0.536173325439054,1.2412173301059377,0.4884369018915537,1.388160694898105
5,0.5501759030279635,1.2111155795695585,0.5080802571801762,1.3706034232360693
6,0.558535650845352,1.1789357977778134,0.5494566855821877,1.2449868601080218
7,0.5665470758303982,1.1575188394283615,0.5684034682791623,1.1529457668477228
8,0.5729562158218608,1.1425104910745454,0.5370576884125261,1.2559695069839791
9,0.5782507227719392,1.1280612627238895,0.5741153654550802,1.171399469752312
10,0.5862273154770212,1.1110473040349516,0.5597659640759437,1.1806000822905414
11,0.5915218224270997,1.0940194247620927,0.5866536770371981,1.1219871167345743
12,0.5942387404657007,1.0889780491911267,0.5869323061859585,1.1317586045422638
13,0.6012051969786341,1.0735853045681576,0.6011423925962844,1.096119865668197
14,0.6027029851266154,1.0704468428432523,0.5859571042794741,1.169107461306657
15,0.6045839283853461,1.06260559616918,0.5791306900725653,1.1471210663858464
16,0.6102964227245812,1.0512578589585122,0.6043466277136116,1.0910245665953946
17,0.6168448918457626,1.03993343858494,0.5877681935595815,1.1151575369028104
18,0.6116897140311125,1.0371533480676813,0.6000278763230148,1.096528984685152
19,0.6171583823929503,1.0292618545960548,0.5961270682175334,1.1152930829355348
20,0.6209202689072976,1.022001040955979,0.5455558778752886,1.233595084555719
21,0.6241596711842907,1.0121532544525336,0.5957091239878612,1.1290033866570135
22,0.6240203420550909,1.0119087711584398,0.6030927966666707,1.0676621956250967
23,0.6259709498784216,1.0064176336455575,0.6060184025833387,1.0826589820369887
24,0.6287575324852558,0.9946192771299136,0.6054611441010583,1.076364396563473
25,0.6301508237845206,0.9950707088115883,0.6210643766184775,1.0312199971902525
26,0.6340868717132224,0.9864862512332185,0.6001671905029647,1.1029687108081192
27,0.6331115678020761,0.9859098028109371,0.607968806325725,1.0903822834696646
28,0.6373611062753702,0.9807169349129876,0.6074115480282042,1.067728836316689
29,0.6408791668128393,0.9746359837911002,0.5911117433426306,1.1403568834419302
30,0.636908286601059,0.9762879742936259,0.6056004586422234,1.0617667927302152
31,0.6390678881197465,0.9658724261516106,0.6001671906462052,1.1134567195033216
32,0.6415758124640287,0.9671355923322754,0.6166063101324374,1.0735660280018222
33,0.642620780939775,0.963679821344498,0.6117302998443704,1.0605624330775771
34,0.644501724202139,0.9580537112322491,0.5977988429564758,1.1088105315281824
35,0.6432129297443242,0.9547203244732451,0.6065756607998976,1.088208712334336
36,0.645233202135888,0.952296388442416,0.5912510576159983,1.1253385079781195
